STATE,PC,ST_CODE,PC_CODE,KEY,PC_NAME,ST_ABBR,ST_NAME,2014-Schedule,2014-Star-Candidate,2014-Star-Candidate-Name,Hindi-speaking,Bi-polar,Rural,SC,ST,Muslim,2009-pc-turnout,2009-Turnout,2009-Party,2009-Margin,2014-pc-turnout,2014-Turnout,2014-Nota
UTTAR PRADESH,GONDA,S24,59,S24-59,GONDA,UP,UTTAR PRADESH,07-May,,,Hindi,Rest,Rural,10-20%,< 10%,20-40%,45.18%,< 50%,CONG,2-5%,53.40%,50-60%,0.5-1%
BIHAR,SITAMARHI,S04,5,S04-5,SITAMARHI,BR,BIHAR,07-May,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,42.54%,< 50%,JDU,10-20%,54%,50-60%,0.5-1%
UTTAR PRADESH,BASTI,S24,61,S24-61,BASTI,UP,UTTAR PRADESH,07-May,,,Hindi,Rest,Rural,20-30%,< 10%,10-20%,49.26%,< 50%,BSP,10-20%,54.02%,50-60%,0.5-1%
BIHAR,VALMIKI NAGAR,S04,1,S04-1,VALMIKI NAGAR,BR,BIHAR,12-May,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,46.99%,< 50%,JDU,20%+,55%,50-60%,1-2%
UTTAR PRADESH,AMETHI,S24,37,S24-37,AMETHI,UP,UTTAR PRADESH,07-May,Star,Smriti Irani (BJP),Hindi,Rest,Rural,20-30%,< 10%,10-20%,45.16%,< 50%,CONG,20%+,55.20%,50-60%,< 0.5%
UTTAR PRADESH,CHANDAULI,S24,76,S24-76,CHANDAULI,UP,UTTAR PRADESH,12-May,,,Hindi,Rest,Rural,20-30%,< 10%,< 10%,46.41%,< 50%,SP,< 2%,55.20%,50-60%,< 0.5%
UTTAR PRADESH,VARANASI,S24,77,S24-77,VARANASI,UP,UTTAR PRADESH,12-May,,,Hindi,Rest,Semi Urban,10-20%,< 10%,10-20%,42.61%,< 50%,BJP,2-5%,55.34%,50-60%,< 0.5%
BIHAR,VAISHALI,S04,16,S04-16,VAISHALI,BR,BIHAR,12-May,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,48.86%,< 50%,RJD,2-5%,55.35%,50-60%,0.5-1%
BIHAR,SHEOHAR,S04,4,S04-4,SHEOHAR,BR,BIHAR,07-May,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,45.15%,< 50%,BJP,20%+,55.50%,50-60%,1-2%
BIHAR,HAJIPUR,S04,21,S04-21,HAJIPUR,BR,BIHAR,07-May,,,Hindi,Rest,Rural,20-30%,< 10%,< 10%,41.83%,< 50%,JDU,5-10%,56%,50-60%,1-2%
BIHAR,SARAN,S04,20,S04-20,SARAN,BR,BIHAR,07-May,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,45.81%,< 50%,RJD,5-10%,56%,50-60%,2-5%
BIHAR,UJIARPUR,S04,22,S04-22,UJIARPUR,BR,BIHAR,07-May,,,Hindi,Rest,Rural,10-20%,< 10%,< 10%,45.89%,< 50%,JDU,2-5%,56%,50-60%,0.5-1%
UTTAR PRADESH,AMBEDKAR NAGAR,S24,55,S24-55,AMBEDKAR NAGAR,UP,UTTAR PRADESH,07-May,,,Hindi,Rest,Rural,20-30%,< 10%,< 10%,54.29%,50-60%,BSP,2-5%,56.60%,50-60%,0.5-1%
HIMACHAL PRADESH,SHIMLA,S08,4,S08-4,SHIMLA,HP,HIMACHAL PRADESH,07-May,,,Hindi,Bi-polar,Rural,20-30%,< 10%,< 10%,55.73%,50-60%,BJP,2-5%,59%,50-60%,1-2%
WEST BENGAL,KOLKATA UTTAR,S25,24,S25-24,KOLKATA UTTAR,WB,WEST BENGAL,12-May,,,Rest,Rest,Urban,< 10%,< 10%,,64.20%,60-70%,TMC,10-20%,60.09%,60-70%,0.5-1%
BIHAR,MUZAFFARPUR,S04,15,S04-15,MUZAFFARPUR,BR,BIHAR,07-May,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,46.41%,< 50%,JDU,5-10%,61.92%,60-70%,1-2%
HIMACHAL PRADESH,MANDI,S08,2,S08-2,MANDI,HP,HIMACHAL PRADESH,07-May,,,Hindi,Bi-polar,Rural,20-30%,10-30%,,64.09%,60-70%,CONG,< 2%,63%,60-70%,0.5-1%
UTTARAKHAND,NAINITAL,S28,4,S28-4,NAINITAL-UDHAMSINGH NAGAR,UK,UTTARAKHAND,07-May,,,Hindi,Bi-polar,Semi Urban,10-20%,< 10%,10-20%,58.69%,50-60%,CONG,10-20%,63%,60-70%,0.5-1%
HIMACHAL PRADESH,KANGRA,S08,1,S08-1,KANGRA,HP,HIMACHAL PRADESH,07-May,,,Hindi,Bi-polar,Rural,20-30%,< 10%,< 10%,55.19%,50-60%,BJP,2-5%,65%,60-70%,1-2%
JAMMU & KASHMIR,LADAKH,S09,4,S09-4,LADAKH,JK,JAMMU & KASHMIR,07-May,,,Rest,Rest,Rural,< 10%,< 10%,40%+,71.86%,70-80%,IND,2-5%,65%,60-70%,1-2%
WEST BENGAL,KOLKATA DAKSHIN,S25,23,S25-23,KOLKATA DAKSHIN,WB,WEST BENGAL,12-May,,,Rest,Rest,Urban,< 10%,< 10%,,66.90%,60-70%,TMC,20%+,65.90%,60-70%,1-2%
HIMACHAL PRADESH,HAMIRPUR,S08,3,S08-3,HAMIRPUR,HP,HIMACHAL PRADESH,07-May,,,Hindi,Bi-polar,Rural,20-30%,< 10%,,58.85%,50-60%,BJP,10-20%,69%,60-70%,0.5-1%
WEST BENGAL,BARRACKPORE,S25,15,S25-15,BARRACKPUR,WB,WEST BENGAL,12-May,,,Rest,Rest,Urban,10-20%,< 10%,10-20%,80.46%,80%+,TMC,5-10%,72.70%,70-80%,1-2%
ANDHRA PRADESH,NELLORE,S01,39,S01-39,NELLORE,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Semi Urban,10-20%,< 10%,10-20%,69.09%,60-70%,CONG,5-10%,73%,70-80%,< 0.5%
ANDHRA PRADESH,VISAKHAPATNAM,S01,21,S01-21,VISAKHAPATNAM,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Urban,< 10%,< 10%,< 10%,72.96%,70-80%,CONG,5-10%,73%,70-80%,0.5-1%
ANDHRA PRADESH,HINDUPUR,S01,37,S01-37,HINDUPUR,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,10-20%,< 10%,10-20%,74.51%,70-80%,TDP,2-5%,73.40%,70-80%,0.5-1%
WEST BENGAL,JADAVPUR,S25,22,S25-22,JADAVPUR,WB,WEST BENGAL,12-May,,,Rest,Rest,Semi Urban,20-30%,< 10%,20-40%,81.47%,80%+,TMC,5-10%,73.50%,70-80%,1-2%
WEST BENGAL,DUM DUM,S25,16,S25-16,DUM DUM,WB,WEST BENGAL,12-May,,,Rest,Rest,Urban,< 10%,< 10%,< 10%,80.49%,80%+,TMC,2-5%,73.72%,70-80%,1-2%
ANDHRA PRADESH,KADAPA,S01,38,S01-38,KADAPA,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Semi Urban,10-20%,< 10%,10-20%,76.15%,70-80%,CONG,10-20%,75%,70-80%,0.5-1%
ANDHRA PRADESH,KURNOOL,S01,35,S01-35,KURNOOL,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Semi Urban,10-20%,< 10%,10-20%,66.65%,60-70%,CONG,5-10%,76%,70-80%,0.5-1%
ANDHRA PRADESH,SRIKAKULAM,S01,19,S01-19,SRIKAKULAM,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,< 10%,< 10%,< 10%,74.93%,70-80%,CONG,5-10%,76%,70-80%,0.5-1%
UTTARAKHAND,HARDWAR,S28,5,S28-5,HARDWAR,UK,UTTARAKHAND,07-May,,,Hindi,Bi-polar,Semi Urban,10-20%,< 10%,20-40%,60.89%,60-70%,CONG,10-20%,76%,70-80%,< 0.5%
WEST BENGAL,DIAMOND HARBOUR,S25,21,S25-21,DIAMOND HARBOUR,WB,WEST BENGAL,12-May,,,Rest,Rest,Semi Urban,20-30%,< 10%,20-40%,80.94%,80%+,TMC,10-20%,76.50%,70-80%,0.5-1%
WEST BENGAL,ASANSOL,S25,40,S25-40,ASANSOL,WB,WEST BENGAL,07-May,Star,Babul Supriyo (BJP),Rest,Rest,Urban,20-30%,< 10%,10-20%,71.49%,70-80%,CPM,5-10%,76.88%,70-80%,1-2%
WEST BENGAL,BAHARAMPUR,S25,10,S25-10,BAHARAMPUR,WB,WEST BENGAL,12-May,Star,Indranil Sen (TMC),Rest,Rest,Rural,10-20%,< 10%,40%+,80.70%,80%+,CONG,10-20%,77.01%,70-80%,0.5-1%
WEST BENGAL,PURULIA,S25,35,S25-35,PURULIA,WB,WEST BENGAL,07-May,,,Rest,Rest,Rural,10-20%,10-30%,< 10%,71.91%,70-80%,AIFB,2-5%,77.79%,70-80%,1-2%
ANDHRA PRADESH,CHITTOOR,S01,42,S01-42,CHITTOOR,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,20-30%,< 10%,< 10%,80.84%,80%+,TDP,< 2%,78%,70-80%,0.5-1%
ANDHRA PRADESH,VIZIANAGARAM,S01,20,S01-20,VIZIANAGARAM,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,10-20%,< 10%,< 10%,77.07%,70-80%,CONG,5-10%,78%,70-80%,0.5-1%
WEST BENGAL,JOYNAGAR,S25,19,S25-19,JAYNAGAR,WB,WEST BENGAL,12-May,,,Rest,Rest,Rural,30%+,< 10%,40%+,80.08%,80%+,IND,5-10%,78.15%,70-80%,< 0.5%
WEST BENGAL,MATHURAPUR,S25,20,S25-20,MATHURAPUR,WB,WEST BENGAL,12-May,,,Rest,Rest,Rural,30%+,< 10%,20-40%,85.45%,80%+,TMC,10-20%,78.20%,70-80%,< 0.5%
WEST BENGAL,BARASAT,S25,17,S25-17,BARASAT,WB,WEST BENGAL,12-May,Star,PC Sorcar (BJP),Rest,Rest,Semi Urban,10-20%,< 10%,20-40%,83.60%,80%+,TMC,10-20%,79.90%,70-80%,1-2%
ANDHRA PRADESH,ANANTAPUR,S01,36,S01-36,ANANTAPUR,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Semi Urban,10-20%,< 10%,10-20%,70.86%,70-80%,CONG,5-10%,80%,80%+,0.5-1%
WEST BENGAL,BASIRHAT,S25,18,S25-18,BASIRHAT,WB,WEST BENGAL,12-May,,,Rest,Rest,Rural,20-30%,< 10%,20-40%,86.62%,80%+,TMC,5-10%,80.14%,80%+,0.5-1%
WEST BENGAL,RANAGHAT,S25,13,S25-13,RANAGHAT,WB,WEST BENGAL,12-May,,,Rest,Rest,Semi Urban,30%+,< 10%,10-20%,86.30%,80%+,TMC,5-10%,81.25%,80%+,1-2%
WEST BENGAL,GHATAL,S25,32,S25-32,GHATAL,WB,WEST BENGAL,12-May,Star,Dev Adhikari (TMC),Rest,Rest,Rural,10-20%,< 10%,10-20%,86.35%,80%+,CPI,10-20%,81.30%,80%+,1-2%
WEST BENGAL,KRISHNANAGAR,S25,12,S25-12,KRISHNANAGAR,WB,WEST BENGAL,12-May,,,Rest,Rest,Rural,20-30%,< 10%,20-40%,85.50%,80%+,TMC,5-10%,81.40%,80%+,0.5-1%
ANDHRA PRADESH,NARASAPUR,S01,26,S01-26,NARSAPURAM,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,84.47%,80%+,CONG,10-20%,81.66%,80%+,0.5-1%
ANDHRA PRADESH,NARASARAOPET,S01,31,S01-31,NARASARAOPET,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,10-20%,< 10%,10-20%,79.52%,70-80%,TDP,< 2%,81.66%,80%+,< 0.5%
WEST BENGAL,BANGAON,S25,14,S25-14,BANGAON,WB,WEST BENGAL,12-May,,,Rest,Rest,Rural,30%+,< 10%,10-20%,86.47%,80%+,TMC,5-10%,81.85%,80%+,0.5-1%
WEST BENGAL,BANKURA,S25,36,S25-36,BANKURA,WB,WEST BENGAL,07-May,Star,Moon Moon Sen (TMC),Rest,Rest,Rural,20-30%,10-30%,< 10%,77.64%,70-80%,CPM,10-20%,82.52%,80%+,1-2%
WEST BENGAL,KANTHI,S25,31,S25-31,KANTHI,WB,WEST BENGAL,12-May,,,Rest,Rest,Rural,10-20%,< 10%,< 10%,89.97%,80%+,TMC,10-20%,82.70%,80%+,0.5-1%
ANDHRA PRADESH,GUNTUR,S01,30,S01-30,GUNTUR,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Semi Urban,10-20%,< 10%,10-20%,76.53%,70-80%,CONG,2-5%,83%,80%+,0.5-1%
ANDHRA PRADESH,ELURU,S01,27,S01-27,ELURU,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,10-20%,< 10%,< 10%,84.59%,80%+,CONG,2-5%,85%,80%+,0.5-1%
WEST BENGAL,JHARGRAM,S25,33,S25-33,JHARGRAM,WB,WEST BENGAL,07-May,,,Rest,Rest,Rural,10-20%,10-30%,< 10%,77.19%,70-80%,CPM,20%+,85.67%,80%+,1-2%
WEST BENGAL,MIDNAPORE,S25,34,S25-34,MEDINIPUR,WB,WEST BENGAL,07-May,,,Rest,Rest,Rural,10-20%,10-30%,10-20%,82.54%,80%+,CPI,2-5%,85.68%,80%+,1-2%
WEST BENGAL,TAMLUK,S25,30,S25-30,TAMLUK,WB,WEST BENGAL,12-May,,,Rest,Rest,Rural,10-20%,< 10%,10-20%,90.32%,80%+,TMC,10-20%,85.70%,80%+,0.5-1%
WEST BENGAL,VISHNUPUR,S25,37,S25-37,BISHNUPUR,WB,WEST BENGAL,07-May,,,Rest,Rest,Rural,30%+,< 10%,10-20%,85.16%,80%+,CPM,10-20%,89.18%,80%+,1-2%
ANDHRA PRADESH,AMALAPURAM,S01,24,S01-24,AMALAPURAM,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,20-30%,< 10%,< 10%,80.28%,80%+,CONG,2-5%,No Information,,0.5-1%
ANDHRA PRADESH,ANAKAPALLI,S01,22,S01-22,ANAKAPALLE,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,< 10%,< 10%,< 10%,78.71%,70-80%,CONG,5-10%,No Information,,0.5-1%
ANDHRA PRADESH,ARUKU,S01,18,S01-18,ARAKU,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,< 10%,50%+,< 10%,67.01%,60-70%,CONG,20%+,No Information,,1-2%
ANDHRA PRADESH,BAPATLA,S01,32,S01-32,BAPATLA,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,20-30%,< 10%,< 10%,78.97%,70-80%,CONG,5-10%,No Information,,0.5-1%
ANDHRA PRADESH,KAKINADA,S01,23,S01-23,KAKINADA,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,76.32%,70-80%,CONG,2-5%,No Information,,< 0.5%
ANDHRA PRADESH,MACHILIPATNAM,S01,28,S01-28,MACHILIPATNAM,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,10-20%,< 10%,< 10%,83.60%,80%+,TDP,< 2%,No Information,,0.5-1%
ANDHRA PRADESH,NANDYAL,S01,34,S01-34,NANDYAL,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,10-20%,< 10%,10-20%,73.22%,70-80%,CONG,5-10%,No Information,,0.5-1%
ANDHRA PRADESH,ONGOLE,S01,33,S01-33,ONGOLE,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,20-30%,< 10%,< 10%,74.25%,70-80%,CONG,5-10%,No Information,,< 0.5%
ANDHRA PRADESH,RAJAHMUNDRY,S01,25,S01-25,RAJAHMUNDRY,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Semi Urban,20-30%,< 10%,< 10%,80.72%,80%+,CONG,< 2%,No Information,,0.5-1%
ANDHRA PRADESH,RAJAMPET,S01,41,S01-41,RAJAMPET,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Rural,10-20%,< 10%,10-20%,75.92%,70-80%,CONG,10-20%,No Information,,0.5-1%
ANDHRA PRADESH,TIRUPATI,S01,40,S01-40,TIRUPATI,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Semi Urban,20-30%,< 10%,< 10%,72.46%,70-80%,CONG,< 2%,No Information,,0.5-1%
ANDHRA PRADESH,VIJAYAWADA,S01,29,S01-29,VIJAYAWADA,AP,ANDHRA PRADESH,07-May,,,Rest,Rest,Semi Urban,10-20%,< 10%,< 10%,77.61%,70-80%,CONG,< 2%,No Information,,< 0.5%
UTTARAKHAND,GARHWAL,S28,2,S28-2,GARHWAL,UK,UTTARAKHAND,07-May,,,Hindi,Bi-polar,Rural,10-20%,< 10%,< 10%,48.87%,< 50%,CONG,2-5%,No Information,,1-2%
BIHAR,GOPALGANJ,S04,17,S04-17,GOPALGANJ,BR,BIHAR,12-May,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,37.40%,< 50%,JDU,5-10%,No Information,,1-2%
BIHAR,PASCHIM CHAMPARAN,S04,2,S04-2,PASCHIM CHAMPARAN,BR,BIHAR,12-May,Star,Prakash Jha (JDU),Hindi,Rest,Rural,10-20%,< 10%,10-20%,42.22%,< 50%,BJP,5-10%,No Information,,2-5%
BIHAR,PURVI CHAMPARAN,S04,3,S04-3,PURVI CHAMPARAN,BR,BIHAR,12-May,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,40.61%,< 50%,BJP,10-20%,No Information,,1-2%
UTTAR PRADESH,DEORIA,S24,66,S24-66,DEORIA,UP,UTTAR PRADESH,12-May,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,45.40%,< 50%,BSP,5-10%,No Information,,1-2%
UTTAR PRADESH,DOMARIAGANJ,S24,60,S24-60,DOMARIYAGANJ,UP,UTTAR PRADESH,12-May,,,Hindi,Rest,Rural,10-20%,< 10%,20-40%,49.21%,< 50%,CONG,10-20%,No Information,,0.5-1%
UTTAR PRADESH,GORAKHPUR,S24,64,S24-64,GORAKHPUR,UP,UTTAR PRADESH,12-May,,,Hindi,Rest,Semi Urban,10-20%,< 10%,10-20%,44.27%,< 50%,BJP,20%+,No Information,,0.5-1%
UTTAR PRADESH,JAUNPUR,S24,73,S24-73,JAUNPUR,UP,UTTAR PRADESH,12-May,Star,Ravi Kishan (Cong),Hindi,Rest,Rural,20-30%,< 10%,10-20%,45.97%,< 50%,BSP,10-20%,No Information,,< 0.5%
UTTAR PRADESH,MAHARAJGANJ,S24,63,S24-63,MAHARAJGANJ,UP,UTTAR PRADESH,12-May,,,Hindi,Rest,Rural,10-20%,< 10%,10-20%,55.63%,50-60%,CONG,10-20%,No Information,,2-5%
