ST_CODE,PC_CODE,STATE,PC,NO,NAME,PARTY
S01,18,ANDHRA PRADESH,ARUKU,3,MIDIYAM BABURAO,Communist Party of India  (Marxist)
S01,18,ANDHRA PRADESH,ARUKU,4,ILLA RAMIREDDY,Independent
S01,18,ANDHRA PRADESH,ARUKU,5,KANGALA BALUDORA,Independent
S01,18,ANDHRA PRADESH,ARUKU,6,KISHORE CHANDRA SURYANARAYANA DEO VYRICHERLA,Indian National Congress
S01,18,ANDHRA PRADESH,ARUKU,7,SANKARA RAO VANUGU,Independent
S01,18,ANDHRA PRADESH,ARUKU,8,BOORJABARIKI DHANARAJU,Aam Aadmi Party
S01,18,ANDHRA PRADESH,ARUKU,9,SALLANGI RATNAM,Independent
S01,18,ANDHRA PRADESH,ARUKU,10,BIDDIKA RAMAYYA,Independent
S01,18,ANDHRA PRADESH,ARUKU,11,GANJAYI KASIBABU,Bharatiya Janata Party
S01,18,ANDHRA PRADESH,ARUKU,12,JULUVA YATHIRAJULU,Independent
S01,18,ANDHRA PRADESH,ARUKU,13,SANKARA RAO CHETTI,Independent
S01,19,ANDHRA PRADESH,SRIKAKULAM,1,KILLI KRUPA RANI,Indian National Congress
S01,19,ANDHRA PRADESH,SRIKAKULAM,2,BODDEPALLI RAJA RAO,Bahujan Samaj Party
S01,19,ANDHRA PRADESH,SRIKAKULAM,3,RAMMOHANNAIDU KINJARAPU,Telugu Desam
S01,19,ANDHRA PRADESH,SRIKAKULAM,4,KADIYAM JAYALAKSHMI,Pyramid Party of India
S01,19,ANDHRA PRADESH,SRIKAKULAM,5,JAIDEV INJARAPU,Aam Aadmi Party
S01,19,ANDHRA PRADESH,SRIKAKULAM,6,PAIDI RAJA RAO,Jai Samaikyandhra Party
S01,19,ANDHRA PRADESH,SRIKAKULAM,7,SHANTHI REDDY,Yuvajana Sramika Rythu Congress Party
S01,19,ANDHRA PRADESH,SRIKAKULAM,8,VASUDEVA RAO BODDU,Communist Party of India  (Marxist-Leninist)  (Liberation)
S01,19,ANDHRA PRADESH,SRIKAKULAM,9,KINJARAPU TEJESWARA RAO,Independent
S01,19,ANDHRA PRADESH,SRIKAKULAM,10,TOTA TEJESWARA RAO,Independent
S01,20,ANDHRA PRADESH,VIZIANAGARAM,1,ASHOK GAJAPATHI RAJU PUSAPATI,Telugu Desam
S01,20,ANDHRA PRADESH,VIZIANAGARAM,3,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO  RAVU,Yuvajana Sramika Rythu Congress Party
S01,20,ANDHRA PRADESH,VIZIANAGARAM,4,PRASADA RAO NANDA,Pyramid Party of India
S01,20,ANDHRA PRADESH,VIZIANAGARAM,5,YELLA RAO SIYYADULA,Independent
S01,20,ANDHRA PRADESH,VIZIANAGARAM,6,JHANSI LAKSHMI BOTCHA,Indian National Congress
S01,20,ANDHRA PRADESH,VIZIANAGARAM,7,HARI KISHAN KUPPILI,Independent
S01,20,ANDHRA PRADESH,VIZIANAGARAM,9,TADIVAKA RAMESH NAIDU,Jai Samaikyandhra Party
S01,20,ANDHRA PRADESH,VIZIANAGARAM,10,BONU KRISHNA,Bahujan Samaj Party
S01,20,ANDHRA PRADESH,VIZIANAGARAM,11,NARU SIMHADRI NAIDU,Aam Aadmi Party
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,1,IMANDI VENKATA KURMARAO,Bahujan Samaj Party
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,2,KAMBHAMPATI HARI BABU,Bharatiya Janata Party
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,3,BOLISETTI SATYANARAYANA (SATYA),Indian National Congress
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,4,KUNA RAMAM,Aam Aadmi Party
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,5,DADI JYOTHI BHAVANI,Pyramid Party of India
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,6,DR|| BHAVANI SANKAR SASTRY .A,Indian Christian Secular Party
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,7,JT RAMARAO,Samaikyandhra Parirakshana Samithi
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,8,Y.S VIJAYAMMA,Yuvajana Sramika Rythu Congress Party
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,9,SABBAM HARI,Jai Samaikyandhra Party
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,10,UMAMAHESWARARAO ARETI,Independent
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,11,KUTIKUPPALA SURYA RAO,Independent
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,12,KURADA SATYANARAYANA PATNAIK,Independent
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,13,GEDELA KRISHNARAO,Independent
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,14,CHANDRASEKHAR BUDDA,Independent
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,15,CHALAPATHIRAO RONANKI,Independent
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,16,TANUKU DIVAKAR,Independent
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,17,DURGAPRASAD GUNTU,Independent
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,18,NAGENDRA SAIRAM,Independent
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,19,J. PADMAJA,Independent
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,20,BRAHMA SWAROOP KASIBHATTA,Independent
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,21,SREENADH REDDY,Independent
S01,21,ANDHRA PRADESH,VISAKHAPATNAM,22,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),Independent
S01,22,ANDHRA PRADESH,ANAKAPALLI,1,KARANAM TIRUPATHI RAO,Bahujan Samaj Party
S01,22,ANDHRA PRADESH,ANAKAPALLI,2,MUTTAMSETTI SRINIVASA RAO (AVANTHI),Telugu Desam
S01,22,ANDHRA PRADESH,ANAKAPALLI,3,VIJAYA LAKSHMI THOTA,Indian National Congress
S01,22,ANDHRA PRADESH,ANAKAPALLI,4,KONDARAJU JAMPANA,Jai Samaikyandhra Party
S01,22,ANDHRA PRADESH,ANAKAPALLI,5,GUDIVADA AMARNADH,Yuvajana Sramika Rythu Congress Party
S01,22,ANDHRA PRADESH,ANAKAPALLI,6,VADLAMURI KRISHNA SWAROOP,Dalita Bahujana Party
S01,22,ANDHRA PRADESH,ANAKAPALLI,7,SARISA LEELA PRASANNA KUMARI,Pyramid Party of India
S01,22,ANDHRA PRADESH,ANAKAPALLI,8,APPALARAJU SADARAM,Independent
S01,23,ANDHRA PRADESH,KAKINADA,1,THOTA VENKATA NARASIMHAM,Telugu Desam
S01,23,ANDHRA PRADESH,KAKINADA,3,SUNIL KUMAR CHALAMALASETTY,Yuvajana Sramika Rythu Congress Party
S01,23,ANDHRA PRADESH,KAKINADA,4,CHAGANTI SURYANARAYANA MURTY,Independent
S01,23,ANDHRA PRADESH,KAKINADA,5,ARJUNARAO YEGUPATI,Communist Party of India  (Marxist-Leninist)  (Liberation)
S01,23,ANDHRA PRADESH,KAKINADA,6,PRABHAKARA RAO MADIKI,Independent
S01,23,ANDHRA PRADESH,KAKINADA,7,JALLURI VENKATESWARLU,Independent
S01,23,ANDHRA PRADESH,KAKINADA,8,MANGAPATI PALLAM RAJU MALLIPUDI,Indian National Congress
S01,23,ANDHRA PRADESH,KAKINADA,9,SRINIVAS DANGETI,Aam Aadmi Party
S01,23,ANDHRA PRADESH,KAKINADA,10,KUNCHE RAMADAS,Independent
S01,23,ANDHRA PRADESH,KAKINADA,11,VENKATA APPALA NARASIMHA RAO KARRA,Independent
S01,23,ANDHRA PRADESH,KAKINADA,12,PEPAKAYALA RAJENDRA,Independent
S01,23,ANDHRA PRADESH,KAKINADA,13,KOLA VENKATA PRASAD VARMA,Rashtriya Janata Dal
S01,23,ANDHRA PRADESH,KAKINADA,14,DONAM NEELAKANTAM,Independent
S01,23,ANDHRA PRADESH,KAKINADA,15,MOTHA SARADA,Republican Party of India (Khobragade)
S01,23,ANDHRA PRADESH,KAKINADA,16,ROKKAM DAYAKAR,Republican Paksha (Khoripa)
S01,23,ANDHRA PRADESH,KAKINADA,17,TUMMALAPALLI SATYA RAMAKRISHNA,Jai Samaikyandhra Party
S01,23,ANDHRA PRADESH,KAKINADA,19,RATNA KUMAR MUTHABATHULA,Bahujan Samaj Party
S01,23,ANDHRA PRADESH,KAKINADA,20,TEKUMUDI VENKATA RAO,Pyramid Party of India
S01,23,ANDHRA PRADESH,KAKINADA,21,VIJAMALLA CHITTI BABU,Independent
S01,23,ANDHRA PRADESH,KAKINADA,22,GUTTULA ANNAPURNA SESHAGIRI RAO,Independent
S01,23,ANDHRA PRADESH,KAKINADA,23,MERLA BHAVANI SANKARA PRASAD,Independent
S01,23,ANDHRA PRADESH,KAKINADA,25,DONKA LEELAVATHI,Independent
S01,24,ANDHRA PRADESH,AMALAPURAM,1,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,Indian National Congress
S01,24,ANDHRA PRADESH,AMALAPURAM,2,GEDDAM SAMPADA RAO,Bahujan Samaj Party
S01,24,ANDHRA PRADESH,AMALAPURAM,3,DR PANDULA RAVINDRA BABU,Telugu Desam
S01,24,ANDHRA PRADESH,AMALAPURAM,4,KUNCHE PEDASATYANARAYANA,Pyramid Party of India
S01,24,ANDHRA PRADESH,AMALAPURAM,5,KONKI VENKATA RAO,Republican Paksha (Khoripa)
S01,24,ANDHRA PRADESH,AMALAPURAM,6,PINIPE VISWARUPU,Yuvajana Sramika Rythu Congress Party
S01,24,ANDHRA PRADESH,AMALAPURAM,7,VIJAYA CHAKRAVARTHY PANTHAGADA,Republican Party of India (Khobragade)
S01,24,ANDHRA PRADESH,AMALAPURAM,8,G.V.HARSHA KUMAR,Jai Samaikyandhra Party
S01,24,ANDHRA PRADESH,AMALAPURAM,9,UNDRU GANI RAJU,Independent
S01,24,ANDHRA PRADESH,AMALAPURAM,10,KASI CHANDRAMOULI,Independent
S01,24,ANDHRA PRADESH,AMALAPURAM,11,KOMMU SATYAVATHI,Independent
S01,24,ANDHRA PRADESH,AMALAPURAM,12,BHASKARA RAO BUNGA,Independent
S01,24,ANDHRA PRADESH,AMALAPURAM,13,YALANGI RAMESH,Independent
S01,24,ANDHRA PRADESH,AMALAPURAM,14,VADDI WINSTON CHURCHILL,Independent
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,1,KANDULA LAKSHMI DURGESH PRASAD,Indian National Congress
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,2,MARRE BABJI,Bahujan Samaj Party
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,3,MURALI MOHAN MAGANTI,Telugu Desam
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,4,KOLLABATHULA RICHMOND CAREY,Gareeb Aadmi Party
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,5,BODDU VENKATA RAMANA CHOWDARY,Yuvajana Sramika Rythu Congress Party
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,6,MULLAPUDI SATYANARAYANA,Jai Samaikyandhra Party
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,7,MEDA SRINIVAS,Rashtriya Praja Congress  (Secular)
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,8,SRINIVASA RAO SANGISETTI,Pyramid Party of India
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,9,ANNAMDEVULA DHARMA RAO,Independent
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,10,CHEEKATLA VENKATESWARA RAO,Independent
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,11,PALLA VENKATA NAIDU(PRADEEP),Independent
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,12,POLU PEDA VENGALA REDDY,Independent
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,13,MUTYALA RAMBABU,Independent
S01,25,ANDHRA PRADESH,RAJAHMUNDRY,14,ILLA GOVINDA RAJAN,Independent
S01,26,ANDHRA PRADESH,NARASAPUR,1,KANUMURI BAPIRAJU S/O. KRISHNAM RAJU,Indian National Congress
S01,26,ANDHRA PRADESH,NARASAPUR,2,"GOKARAJU GANGA RAJU, S/O RANGA RAJU",Bharatiya Janata Party
S01,26,ANDHRA PRADESH,NARASAPUR,3,"CHINTAPALLI KANAKA RAO, S/O SRIRAMULU",Bahujan Samaj Party
S01,26,ANDHRA PRADESH,NARASAPUR,4,SVPKH GOPALA KRISHNAM RAJU S/O. VENKATHIRAJU,Pyramid Party of India
S01,26,ANDHRA PRADESH,NARASAPUR,5,GITADAS DAS W/O HARIHARADAS DAS,Prem Janata Dal
S01,26,ANDHRA PRADESH,NARASAPUR,6,"NALLI RAJESH, S/O NARASIMHA MURTHY",Republican Paksha (Khoripa)
S01,26,ANDHRA PRADESH,NARASAPUR,7,VANKA RAVINDRANATH S/O SATYANARAYANA,Yuvajana Sramika Rythu Congress Party
S01,26,ANDHRA PRADESH,NARASAPUR,8,"POLASAPALLI SAROJA, W/O CHERIYAN SRINIVASA RAO",Jai Samaikyandhra Party
S01,26,ANDHRA PRADESH,NARASAPUR,9,"SEKHAR BABU DORABABU ADDANKI, S/O SIMHACHALAM",Independent
S01,26,ANDHRA PRADESH,NARASAPUR,10,"BADAMPUDI SIVA, S/O APPARAO",Independent
S01,26,ANDHRA PRADESH,NARASAPUR,11,"MEDAPATI VARAHALA REDDY, S/O VENKATA RAMA KRISHNA REDDY",Independent
S01,26,ANDHRA PRADESH,NARASAPUR,12,"VANGALAPUDI YESHAYYA, S/O MOSENU",Independent
S01,26,ANDHRA PRADESH,NARASAPUR,13,"VOLETI VENKATA LAKSHMANA RAO, S/O SUBBARAO",Independent
S01,26,ANDHRA PRADESH,NARASAPUR,14,SIVAJI GOTTUMUKKALA S/O JAYA PRAKASH,Independent
S01,27,ANDHRA PRADESH,ELURU,1,RAMESH BABU NETALA,Bahujan Samaj Party
S01,27,ANDHRA PRADESH,ELURU,2,VENKATESWARA RAO MAGANTI,Telugu Desam
S01,27,ANDHRA PRADESH,ELURU,3,MUSUNURI NAGESWARA RAO,Indian National Congress
S01,27,ANDHRA PRADESH,ELURU,4,YANTRAPATI ASHOK,Mahajana Socialist Party
S01,27,ANDHRA PRADESH,ELURU,5,VIJAYA KUMARI GOVADA,Prem Janata Dal
S01,27,ANDHRA PRADESH,ELURU,6,THOTA CHANDRA SEKHAR,Yuvajana Sramika Rythu Congress Party
S01,27,ANDHRA PRADESH,ELURU,7,MENDEM SANTOSH KUMAR,Indian Labour Party (Ambedkar Phule)
S01,27,ANDHRA PRADESH,ELURU,8,VENKATA RAMA RAO UPPALA,Pyramid Party of India
S01,27,ANDHRA PRADESH,ELURU,9,NAGARAJU SAVANAPUDI,Marxist Communist Party of India (United)
S01,27,ANDHRA PRADESH,ELURU,10,KAMARUSHI VEERA VENKATA SATYANARAYANA,Jai Samaikyandhra Party
S01,27,ANDHRA PRADESH,ELURU,11,NANNAPANENI GANGADHARA RAO,Independent
S01,27,ANDHRA PRADESH,ELURU,12,JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA,Independent
S01,27,ANDHRA PRADESH,ELURU,13,KORUKONDA VIJAYA LAKSHMI PANDIT,Independent
S01,27,ANDHRA PRADESH,ELURU,14,"UDA VENKATESWARARAO,",Independent
S01,27,ANDHRA PRADESH,ELURU,15,C.V.SARADA DEVI,Independent
S01,28,ANDHRA PRADESH,MACHILIPATNAM,1,VADAPALLI RAGHUNADH,Pyramid Party of India
S01,28,ANDHRA PRADESH,MACHILIPATNAM,2,KOLUSU PARTHA SARATHY,Yuvajana Sramika Rythu Congress Party
S01,28,ANDHRA PRADESH,MACHILIPATNAM,3,KOLUSU PARTHA SARATHY,Yuvajana Sramika Rythu Congress Party
S01,28,ANDHRA PRADESH,MACHILIPATNAM,4,KONAKALLA NARAYANA RAO,Telugu Desam
S01,28,ANDHRA PRADESH,MACHILIPATNAM,5,KONAKALLA NARAYANA RAO,Telugu Desam
S01,28,ANDHRA PRADESH,MACHILIPATNAM,6,KONAKALLA NARAYANA RAO,Telugu Desam
S01,28,ANDHRA PRADESH,MACHILIPATNAM,7,YUNDURI SUBRAMANYASWARA RAO (MANI),Independent
S01,28,ANDHRA PRADESH,MACHILIPATNAM,8,KOLUSU PARTHA SARATHY,Yuvajana Sramika Rythu Congress Party
S01,28,ANDHRA PRADESH,MACHILIPATNAM,9,KOLUSU PARTHA SARATHY,Yuvajana Sramika Rythu Congress Party
S01,28,ANDHRA PRADESH,MACHILIPATNAM,10,JAMPANA SRINIVASA GOUD,Independent
S01,28,ANDHRA PRADESH,MACHILIPATNAM,11,PEGGEM PRASADA RAO,Bahujan Samaj Party
S01,28,ANDHRA PRADESH,MACHILIPATNAM,12,SISTLA RAMESH,Indian National Congress
S01,28,ANDHRA PRADESH,MACHILIPATNAM,13,SISTLA RAMESH,Indian National Congress
S01,28,ANDHRA PRADESH,MACHILIPATNAM,14,SISTLA RAMESH,Indian National Congress
S01,28,ANDHRA PRADESH,MACHILIPATNAM,15,SISTLA RAMESH,Indian National Congress
S01,28,ANDHRA PRADESH,MACHILIPATNAM,16,KAMMILI SRINIVAS,Jai Samaikyandhra Party
S01,28,ANDHRA PRADESH,MACHILIPATNAM,17,KAMMILI SRINIVAS,Jai Samaikyandhra Party
S01,28,ANDHRA PRADESH,MACHILIPATNAM,18,PARASA SRINIVASA RAO,Independent
S01,28,ANDHRA PRADESH,MACHILIPATNAM,19,YARLAGADDA RAMA MOHAN RAO,Independent
S01,28,ANDHRA PRADESH,MACHILIPATNAM,20,MOHAMMAD ISHAQ,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,1,AVINASH DEVINENI,Indian National Congress
S01,29,ANDHRA PRADESH,VIJAYAWADA,2,SRINIVAS KESINENI,Telugu Desam
S01,29,ANDHRA PRADESH,VIJAYAWADA,3,RAMALINGESWARA RAO CHIGURUPATI,Bahujan Samaj Party
S01,29,ANDHRA PRADESH,VIJAYAWADA,4,ISHWARYA LAKSHMI CHINNAM,Jai Samaikyandhra Party
S01,29,ANDHRA PRADESH,VIJAYAWADA,5,KAMBALA SUBRAHMANYAM,Welfare Party Of India
S01,29,ANDHRA PRADESH,VIJAYAWADA,6,RAJENDRA PRASAD KONERU,Yuvajana Sramika Rythu Congress Party
S01,29,ANDHRA PRADESH,VIJAYAWADA,7,GUNDAPANENI RAJA KUMARI,Pyramid Party of India
S01,29,ANDHRA PRADESH,VIJAYAWADA,8,SUNKARA KRISHNA MURTHY,Andhra Rastra Praja Samithi
S01,29,ANDHRA PRADESH,VIJAYAWADA,9,HARMOHINDER SINGH SAHNI,Aam Aadmi Party
S01,29,ANDHRA PRADESH,VIJAYAWADA,10,ALTAF ALI MOHAMMAD,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,11,AHMAD ANSARI SAYYAD,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,12,PUSALA VENKATA KRISHNAIAH,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,13,RAJENDRA PRASAD KONERU,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,14,RAMACHANDRA PRASAD KONERU,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,15,CHATRAGADDA PRATAP,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,16,SRINIVASA RAO TATINENI,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,17,DASARI VENKATA NAGESH,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,18,PHANI PRAKASH M,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,19,BOLISETTY HARI BABU,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,20,V.RADHA KRISHNA MURTHY,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,21,YARAM KATAM RAJU,Independent
S01,29,ANDHRA PRADESH,VIJAYAWADA,22,SARAT BABU SURAPANENI,Independent
S01,30,ANDHRA PRADESH,GUNTUR,1,ABBURI KOTESWARA RAO,Pyramid Party of India
S01,30,ANDHRA PRADESH,GUNTUR,2,JAYADEV GALLA,Telugu Desam
S01,30,ANDHRA PRADESH,GUNTUR,3,JAYADEV GALLA,Telugu Desam
S01,30,ANDHRA PRADESH,GUNTUR,4,JAYADEV GALLA,Telugu Desam
S01,30,ANDHRA PRADESH,GUNTUR,5,JAYADEV GALLA,Telugu Desam
S01,30,ANDHRA PRADESH,GUNTUR,6,RAMACHANDRA NAIDU GALLA,Telugu Desam
S01,30,ANDHRA PRADESH,GUNTUR,7,RAMACHANDRA NAIDU GALLA,Telugu Desam
S01,30,ANDHRA PRADESH,GUNTUR,8,RAMACHANDRA NAIDU GALLA,Telugu Desam
S01,30,ANDHRA PRADESH,GUNTUR,9,RAMACHANDRA NAIDU GALLA,Telugu Desam
S01,30,ANDHRA PRADESH,GUNTUR,10,BITRA VENKATA SIVANNARAYANA,Independent
S01,30,ANDHRA PRADESH,GUNTUR,11,BITRA VENKATA SIVANNARAYANA,Independent
S01,30,ANDHRA PRADESH,GUNTUR,12,KOUTHARAPU RAVINDRA,Great India Party
S01,30,ANDHRA PRADESH,GUNTUR,13,VALLABHANENI BHANUMATHI,Yuvajana Sramika Rythu Congress Party
S01,30,ANDHRA PRADESH,GUNTUR,14,UDAIA KUMAR MUSUKU,Indian Christian Secular Party
S01,30,ANDHRA PRADESH,GUNTUR,15,UDAIA KUMAR MUSUKU,Indian Christian Secular Party
S01,30,ANDHRA PRADESH,GUNTUR,16,VALLABHANENI BALASHOWRY,Yuvajana Sramika Rythu Congress Party
S01,30,ANDHRA PRADESH,GUNTUR,17,VALLABHANENI BALASHOWRY,Yuvajana Sramika Rythu Congress Party
S01,30,ANDHRA PRADESH,GUNTUR,18,MALLELA BABU RAO,Bahujan Samaj Party
S01,30,ANDHRA PRADESH,GUNTUR,19,MALLELA BABU RAO,Bahujan Samaj Party
S01,30,ANDHRA PRADESH,GUNTUR,20,MALLELA BABU RAO,Bahujan Samaj Party
S01,30,ANDHRA PRADESH,GUNTUR,21,KANTHETI NAGESWARA RAO,Independent
S01,30,ANDHRA PRADESH,GUNTUR,22,KATA VENKATA BHAVANI VEERA VARA PRASAD,Aam Aadmi Party
S01,31,ANDHRA PRADESH,NARASARAOPET,1,RAVU SUBRAHMANYAM,Independent
S01,31,ANDHRA PRADESH,NARASARAOPET,2,RAYAPATI SAMBASIVA RAO,Telugu Desam
S01,31,ANDHRA PRADESH,NARASARAOPET,3,RAYAPATI SAMBASIVA RAO,Telugu Desam
S01,31,ANDHRA PRADESH,NARASARAOPET,4,RAYAPATI SAMBASIVA RAO,Telugu Desam
S01,31,ANDHRA PRADESH,NARASARAOPET,5,RAYAPATI SAMBASIVA RAO,Telugu Desam
S01,31,ANDHRA PRADESH,NARASARAOPET,6,AYODHYA RAMI REDDY ALLA,Yuvajana Sramika Rythu Congress Party
S01,31,ANDHRA PRADESH,NARASARAOPET,7,AYODHYA RAMI REDDY ALLA,Yuvajana Sramika Rythu Congress Party
S01,31,ANDHRA PRADESH,NARASARAOPET,8,JANGALA SINGARAIAH,Independent
S01,31,ANDHRA PRADESH,NARASARAOPET,9,KONDAPALLI VENKATESWARLU,Indian National Congress
S01,31,ANDHRA PRADESH,NARASARAOPET,10,KONDAPALLI VENKATESWARLU,Indian National Congress
S01,31,ANDHRA PRADESH,NARASARAOPET,11,RAYAPATI SRINIVAS,Telugu Desam
S01,31,ANDHRA PRADESH,NARASARAOPET,12,KONDAPALLI VENKATESWARLU,Indian National Congress
S01,31,ANDHRA PRADESH,NARASARAOPET,13,KONDAPALLI VENKATESWARLU,Indian National Congress
S01,31,ANDHRA PRADESH,NARASARAOPET,14,HANUMANTHA RAO MEKALA,Indian National Congress
S01,31,ANDHRA PRADESH,NARASARAOPET,15,AKKI REDDY BHIMANADULA,Pyramid Party of India
S01,31,ANDHRA PRADESH,NARASARAOPET,16,SIVAPARAPU ROSAIAH,Marxist Communist Party of India (United)
S01,31,ANDHRA PRADESH,NARASARAOPET,17,KANUMURI KOTESWARA RAO,Independent
S01,31,ANDHRA PRADESH,NARASARAOPET,18,RAMESH PARUVURI,Independent
S01,31,ANDHRA PRADESH,NARASARAOPET,19,YELURI SRILATHA,Jai Samaikyandhra Party
S01,31,ANDHRA PRADESH,NARASARAOPET,20,RATNAM BORAGA,Bahujan Mukti Party
S01,32,ANDHRA PRADESH,BAPATLA,1,DWARAPALLI PHILIPU,Bahujan Samaj Party
S01,32,ANDHRA PRADESH,BAPATLA,2,PANABAKA LAKSHMI,Indian National Congress
S01,32,ANDHRA PRADESH,BAPATLA,3,MALYADRI SRIRAM,Telugu Desam
S01,32,ANDHRA PRADESH,BAPATLA,4,EDA CHENNAIAH,Aam Aadmi Party
S01,32,ANDHRA PRADESH,BAPATLA,5,PERLI PRASANNA DEEVENA KUMAR (PRASANNA),Indian Labour Party (Ambedkar Phule)
S01,32,ANDHRA PRADESH,BAPATLA,6,YELLAMATI RAMESH,Pyramid Party of India
S01,32,ANDHRA PRADESH,BAPATLA,7,VARIKUTI AMRUTHAPANI,Yuvajana Sramika Rythu Congress Party
S01,32,ANDHRA PRADESH,BAPATLA,8,R.D.WILSON,Jai Samaikyandhra Party
S01,32,ANDHRA PRADESH,BAPATLA,9,GADDE THYAGARAJU,Independent
S01,32,ANDHRA PRADESH,BAPATLA,10,GOGULAMUDI NARASIMHA RAO,Independent
S01,32,ANDHRA PRADESH,BAPATLA,11,NAKKALA VEERANJANEYULU,Independent
S01,32,ANDHRA PRADESH,BAPATLA,12,BANDELA NAGESWARA RAO,Independent
S01,32,ANDHRA PRADESH,BAPATLA,13,BABU RAO GOLLA,Independent
S01,32,ANDHRA PRADESH,BAPATLA,14,RATNABABU MAMIDI,Independent
S01,33,ANDHRA PRADESH,ONGOLE,1,VEMULA KRISHNA RAO,Bahujan Samaj Party
S01,33,ANDHRA PRADESH,ONGOLE,2,DARISI VEERA VENKATA PAVAN KUMAR @ DARISI PAVANA KUMAR,Indian National Congress
S01,33,ANDHRA PRADESH,ONGOLE,3,MAGUNTA SRINIVASULU REDDY,Telugu Desam
S01,33,ANDHRA PRADESH,ONGOLE,4,GOLLAPALLI KISHORE KUMAR REDDY,Jai Samaikyandhra Party
S01,33,ANDHRA PRADESH,ONGOLE,5,PAMMI VENKAREDDY,Pyramid Party of India
S01,33,ANDHRA PRADESH,ONGOLE,6,SADAM SATYANARAYANA RAJA YADAV,Aam Aadmi Party
S01,33,ANDHRA PRADESH,ONGOLE,7,YARRAM VENKATA SUBBAREDDY,Yuvajana Sramika Rythu Congress Party
S01,33,ANDHRA PRADESH,ONGOLE,8,KAVURI  VENU BABU  NAIDU,Independent
S01,33,ANDHRA PRADESH,ONGOLE,9,MATTEGUNTA KIRAN DASARANNA,Independent
S01,33,ANDHRA PRADESH,ONGOLE,10,CHAPALA VENKATA RAO,Independent
S01,33,ANDHRA PRADESH,ONGOLE,11,DAMA MOHAN RAO,Independent
S01,33,ANDHRA PRADESH,ONGOLE,12,PIDAPARTHI MADHU SUDHANA REDDY,Independent
S01,33,ANDHRA PRADESH,ONGOLE,13,BATTU BALAJEE RAO,Independent
S01,33,ANDHRA PRADESH,ONGOLE,14,BELLAMKONDA VENKATA RAO,Independent
S01,33,ANDHRA PRADESH,ONGOLE,15,SOMISETTY RADHA KRISHNA,Independent
S01,34,ANDHRA PRADESH,NANDYAL,1,OBULESU THUDUM,Bahujan Samaj Party
S01,34,ANDHRA PRADESH,NANDYAL,2,N.MD.FAROOK,Telugu Desam
S01,34,ANDHRA PRADESH,NANDYAL,3,B.Y.RAMAIAH,Indian National Congress
S01,34,ANDHRA PRADESH,NANDYAL,4,ULLAGI DAIVD JAYA KUMAR,Aam Aadmi Party
